column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
Who Hasn’t Trump Banned? People From Places Where He’s Done Business,20170130,7 Comments,"{bruno}{30 January 2017}{9:14 pm} Trump is in it for his own self interest.He has stiffed most if not all of his contractors and even waiters,waitresses and busboys in his hotels and clubs.He is a self professed cheat,bigot,groper and statutory raper.","{bruno}{30 January 2017}{9:20 pm} Trump has said repeatedly that he had never settled lawsuits.Well,a few days before the US presidential elections,he settled the Trump university lawsuit.To top it off,three days before the elections,a lawsuit against him for statutory rape was withdrawn.Did this horny duck settled the lawsuit for an undisclosed sum?",{bruno}{30 January 2017}{9:32 pm} Donald Trump is a very sick man.He is also very thin skin.The only thing thick about this horny duck is him “not being able to feel the shame” of people laughing and giggling at him(for being a groper and statutory raper) as he walked by.,"{drngsc}{1 February 2017}{8:28 am} Mr Painter and Mr Eisen are both rather poor examples for professorship in American Universities. I would have expected that they have enough intellect to try and examine why these 7 countries were selected by Hussein Obama to ban and why in this case, Trump agreed with Hussein Obama? There must be good reasons. They took the cock-eyed and convenient view that Mr Trump was anti-Muslim ( which Mr Trump repeated said that he is not ). They did not explore that there may be future country’s to be added. It maybe that some countries not currently in the list, are in fact helping to eliminate radical Islam. These are all reasons, that we expect Professors to examine before commenting. They betray their lack of intellect and critical tutorship.","{good coolie}{3 February 2017}{9:55 pm} The Mother of All Terrorists is the North-West Frontier region of Pakistan. Ignore this one at your peril, Uncle Sam.","{good coolie}{10 February 2017}{12:48 pm} Wise people have always disdained liers. However, many people hold a torch to the Ethics of Merchants, slavering in anticipation of little bits that may drop from the table of the rich. ",{good coolie}{10 February 2017}{12:49 pm} “Liars”.,,,
"There must be no Islamophobia or non-Islamophobia if Malaysia is to succeed as a nation to achieve her full potentials benefiting from her diversity and confluence of the world’s great religions, cultures and civilisations in Malaysia",20170130,2 Comments,"{Bigjoe}{31 January 2017}{8:56 pm} Fact is Hadi’s PAS do not have a plan, not without joining up with UMNO. They do not have a real political plan, nor one for governance. Fact is they do not know much of either.","{Bigjoe}{1 February 2017}{3:12 am} The issue is no longer if Hadi’s PAS will merge with UMNO, but only when – when Sarawak, get swayed not to oppose. With the death of Adenan Satem, the road there has started.",,,,,,,,
The Most (And Least) Corrupt Countries In The Middle East,20170130,1 Comment,"{drngsc}{30 January 2017}{12:02 pm} What of Malaysia and Singapore?
Democracies are inherently corrupt, and so is Socialism. Therefore, when there is a system of governance, there will be corruption. Lord Ashton is so right ” Power corrupts and absolute power corrupts absolutely.”
Those who have said that they are not corrupt either has no power, or are lying. Saints and angels are not of this world.",,,,,,,,,
Stand Firm Against PAS Under Hadi,20170130,2 Comments,"{drngsc}{30 January 2017}{12:05 pm} Lately, the some leaders of DAP seem to have sacrifice their principles, on the alter of convenience. The end can never justify the means. Both the end and the means are important. We must never forget our basic principles and our struggles. Once the people sense that, they will leave you as you then are no different from corrupt DUMNO.","{Bigjoe}{31 January 2017}{3:45 am} Hadi Awang is a joke – a very cruel one. Their goal is Islamic state, blames DAP, but his goal is to achieve only 40% of Parliament seat – even then unrealistic goal given their highest achievement is with DAP is half that.",,,,,,,,
Indonesia has spoken. Why is Najib still silent more than 38 hours after Trump signed the executive order banning 130 million people from seven countries from United States?,20170129,1 Comment,{Bigjoe}{30 January 2017}{3:54 am} Because of 1MDB and the DOJ Kleptocracy case. Najib cannot afford to antagonise a reactionary Trump if he makes him look bad.,,,,,,,,,
Save Malaysia Roundtable of political and civil society leaders on Tunku’s 114th birthday anniversary to save Malaysia from global kleptocracy and a failed and rogue state,20170129,2 Comments,{Bigjoe}{30 January 2017}{7:13 am} Can they discuss the fatal truth of Hadi’s PAS political strategy?,"{drngsc}{30 January 2017}{12:08 pm} Ambitious. Please do not sacrifice your basic principles and your struggle. Convenience is a fairweather friend. It will leave you, once the weather changes. What then of your struggle?",,,,,,,,
Najib should call for an emergency OIC meeting to demand that Trump rescind the anti-Muslim executive order to bar people from at least seven Muslim countries from entry into United States,20170129,1 Comment,"{undertaker888}{29 January 2017}{6:06 pm} Well the table has turned. The only thing this time is, there will be no majority sympathy anymore from the western world.",,,,,,,,,
My lawyers instructed to consider whether Hadi’s insinuation that I am anti-Islam is defamatory and cause for legal proceedings,20170128,3 Comments,"{drngsc}{28 January 2017}{10:10 pm} Sue, Kit, Sue. You are right. Calling you anti-Islam in Malaysia is very malicious.","{undertaker888}{29 January 2017}{6:04 pm} When they have no more stones to throw, they will throw the anti this anti that routine. The next thing they will throw is chauvinist this chauvinist that. After that vernacular school this vernacular school that. After that Chinese cannot speak Malay this and Malay that. ","{Bigjoe}{29 January 2017}{8:02 pm} Forget the suing. Hadi Awang logic does not even pass some better primary school. He.deem it his “duty” to ensure Muslim rule because the opposition has slightly smaller number of Muslim rep than non-Muslim rep. Somehow, he does not see his math is his pathetic irrational insecurities.
He cannot do the math non-Muslim is maxing out on their possibility in the opposition?",,,,,,,
Let’s keep our focus on things that matter,20170128,1 Comment,"{drngsc}{28 January 2017}{10:12 pm} Let us be focus, on the issues at hand, as well as on our principles. We must always remember our struggle what we stand for. The end does no justify the means. Both means and ends are important, please.",,,,,,,,,
Not surprised in the least that Liow and Mah not prepared to save Malaysia from kleptocracy as their entire political future hinge on  not  rocking Najib’s boat like raising  awkward issues concerning the 1MDB money-laundering scandal,20170127,1 Comment,{Bigjoe}{28 January 2017}{3:43 am} Am I wrong or is Najib very careless or crumbling in issuing some statements?  HOW can he say DAP or Sdr.Lim gas not offered to cooperate with UMNO/BN I.e. “save Malaysia”.?????,,,,,,,,,
"It flaunts the power but also advertises the failure of UMNO’s Goebbels in using Nazi Big Lies to demonise me as power-hungry, anti-Malay and anti-Islam",20170126,1 Comment,"{Bigjoe}{27 January 2017}{4:46 am} Yes they are Goebellian BUT the truth is the opposition is making key mistake responding to the Goebbels, particularly Najib’s ones which are not good in the first place.",,,,,,,,,
"A week ago, Google returned 255,000 results in 0.42 seconds on “1MDB” search – today it returned 4.41 million searches in just 0.32 seconds!",20170125,1 Comment,"{Bigjoe}{26 January 2017}{2:25 am} It shows the personal depravity and moral bankruptcy of UMNO/BN that instead of addressing the wrong of 1MDB, they are attacking Mahathir with his past wrong of BMF. They are arguing their wrong is acceptable by pointing to someone else’s wrong. This is equivalent to some ill bred Malaysian childrens, when caught doing wrong, point to other children and saying “he also wrong, what” or “he more bladder than me”.",,,,,,,,,
I am prepared in the next 72 hours to meet Liow  and Mah any place any time in  the national interests to discuss how to  purge and cleanse Malaysia of the infamy and ignominy of being regarded worldwide  as a global kleptocracy,20170124,1 Comment,{good coolie}{25 January 2017}{12:22 am} The Constitution is our last line of defence. Defend the constitution. We do not have to explain why we oppose Hadi’s Bill when it clearly contravenes the Federal Constitution. ,,,,,,,,,
Fund-scandal fallout keeps Malaysia on its toes,20170124,1 Comment,"{drngsc}{24 January 2017}{9:04 am} I beg all your indulgence, but I would like to use this space to comment ( not on fund scandals ) but on the latest strategy of Saudara Kit Siang, to dance with PAS. This is a strategy fraud with dangers and risks. I do not think that it is a strategy worth pursuing. Why? Firstly, this U turn must also imply that the DAP decision to cut off all ties with PAS was a wrong decision? Is it? Are you regretting, KIT? Secondly, DAP must uphold her principles. I believe that the end cannot justify the means. Both the ends and means are important. We must hold on to our principles. Your DAP supporters may begin to question your principles and whether you are “selling out” your principles?
I would like to promote discussion on this vital issues as it affects our fight to “change the tenant at Putrajaya” in GE 14.
ALL YOUR VIEWS PLEASE,",,,,,,,,,
Cabinet on Wednesday should set up national consultative council on TN50  under chairmanship of Nazir Razak to ensure a shared national vision by 100% and not just 47% of the population,20170123,2 Comments,"{Bigjoe}{23 January 2017}{2:01 pm} With his TN50 speech, NAJIB PROVED MAHATHIR RIGHT – HE HAS TO GO BECAUSE HE IS UNQUALIFIED FOR THE JOB. Its simple just nonsense. Its really about his 1MDB mess, his wife jets and jewelry, destroying institutions and law, abuse of power. Its just that.","{good coolie}{25 January 2017}{12:33 am} Without these clowns, we can get there in just two or three years. No need vision bro, no need mission either. I know, I am insulting the American Corporate Mantra (mission/vision stuff). Malaysia was a good place before Mahatir and his 2020 rubbish! Now, we have 2050. When we are all dead and gone, some UMNO Terbaru leader will come with 2090. ",,,,,,,,
